n= 120;
m=1681;
MM=[    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,    1,14400 ];
AA=[   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28,   28 ];
a=[
[    0,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[    0,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,    0,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[    0,14401,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,    0,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[    0,14401,14401,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,14401,    0,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,14401,14401,    0,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,    0,14401,14401,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,14401,    0,14401,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,14401,14401,    0,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,14401,14401,14401,    0,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[    0,14401,14401,14401,14401,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
[14401,    0,14401,14401,14401,14401,    0,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401,14401 ],
